Country,Country_Code,Time_Stamp,Cases
Belgium,BEL,02/02/20 21:00,0.0
Cambodia,KHM,02/02/20 21:00,1.0
Canada,CAN,02/02/20 21:00,4.0
Finland,FIN,02/02/20 21:00,1.0
France,FRA,02/02/20 21:00,6.0
Germany,DEU,02/02/20 21:00,10.0
Hong Kong,HKG,02/02/20 21:00,15.0
India,IND,02/02/20 21:00,2.0
Italy,ITA,02/02/20 21:00,2.0
Japan,JPN,02/02/20 21:00,20.0
Macao,MAC,02/02/20 21:00,8.0
Malaysia,MYS,02/02/20 21:00,8.0
Nepal,NPL,02/02/20 21:00,1.0
Philippines,PHL,02/02/20 21:00,2.0
Russian Federation,RUS,02/02/20 21:00,2.0
Singapore,SGP,02/02/20 21:00,18.0
"Korea, Republic of",KOR,02/02/20 21:00,15.0
Spain,ESP,02/02/20 21:00,1.0
Sri Lanka,LKA,02/02/20 21:00,1.0
Sweden,SWE,02/02/20 21:00,1.0
"Taiwan, Province of China",TWN,02/02/20 21:00,10.0
Thailand,THA,02/02/20 21:00,19.0
United Kingdom,GBR,02/02/20 21:00,2.0
United States,USA,02/02/20 21:00,8.0
United Arab Emirates,ARE,02/02/20 21:00,5.0
Viet Nam,VNM,02/02/20 21:00,6.0
Australia,AUS,02/03/20 21:00,12.0
Belgium,BEL,02/03/20 21:00,0.0
Cambodia,KHM,02/03/20 21:00,1.0
Canada,CAN,02/03/20 21:00,4.0
Finland,FIN,02/03/20 21:00,1.0
France,FRA,02/03/20 21:00,6.0
Germany,DEU,02/03/20 21:00,10.0
Hong Kong,HKG,02/03/20 21:00,15.0
India,IND,02/03/20 21:00,2.0
Italy,ITA,02/03/20 21:00,2.0
Japan,JPN,02/03/20 21:00,20.0
Macao,MAC,02/03/20 21:00,8.0
Malaysia,MYS,02/03/20 21:00,8.0
Nepal,NPL,02/03/20 21:00,1.0
Philippines,PHL,02/03/20 21:00,2.0
Russian Federation,RUS,02/03/20 21:00,2.0
Singapore,SGP,02/03/20 21:00,18.0
"Korea, Republic of",KOR,02/03/20 21:00,15.0
Spain,ESP,02/03/20 21:00,1.0
Sri Lanka,LKA,02/03/20 21:00,1.0
Sweden,SWE,02/03/20 21:00,1.0
"Taiwan, Province of China",TWN,02/03/20 21:00,10.0
Thailand,THA,02/03/20 21:00,19.0
United Kingdom,GBR,02/03/20 21:00,2.0
United States,USA,02/03/20 21:00,10.0
United Arab Emirates,ARE,02/03/20 21:00,5.0
Viet Nam,VNM,02/03/20 21:00,8.0
Australia,AUS,02/04/20 9:40,12.0
Belgium,BEL,02/04/20 9:40,1.0
Cambodia,KHM,02/04/20 9:40,1.0
Canada,CAN,02/04/20 9:40,4.0
Finland,FIN,02/04/20 9:40,1.0
France,FRA,02/04/20 9:40,6.0
Germany,DEU,02/04/20 9:40,12.0
Hong Kong,HKG,02/04/20 9:40,15.0
India,IND,02/04/20 9:40,3.0
Italy,ITA,02/04/20 9:40,2.0
Japan,JPN,02/04/20 9:40,20.0
Macao,MAC,02/04/20 9:40,8.0
Malaysia,MYS,02/04/20 9:40,8.0
Nepal,NPL,02/04/20 9:40,1.0
Philippines,PHL,02/04/20 9:40,2.0
Russian Federation,RUS,02/04/20 9:40,2.0
Singapore,SGP,02/04/20 9:40,18.0
"Korea, Republic of",KOR,02/04/20 9:40,15.0
Spain,ESP,02/04/20 9:40,1.0
Sri Lanka,LKA,02/04/20 9:40,1.0
Sweden,SWE,02/04/20 9:40,1.0
"Taiwan, Province of China",TWN,02/04/20 9:40,10.0
Thailand,THA,02/04/20 9:40,19.0
United Kingdom,GBR,02/04/20 9:40,2.0
United States,USA,02/04/20 9:40,11.0
United Arab Emirates,ARE,02/04/20 9:40,5.0
Viet Nam,VNM,02/04/20 9:40,8.0
Australia,AUS,02/04/20 22:00,13.0
Belgium,BEL,02/04/20 22:00,1.0
Cambodia,KHM,02/04/20 22:00,1.0
Canada,CAN,02/04/20 22:00,4.0
Finland,FIN,02/04/20 22:00,1.0
France,FRA,02/04/20 22:00,6.0
Germany,DEU,02/04/20 22:00,12.0
Hong Kong,HKG,02/04/20 22:00,18.0
India,IND,02/04/20 22:00,3.0
Italy,ITA,02/04/20 22:00,2.0
Japan,JPN,02/04/20 22:00,22.0
Macao,MAC,02/04/20 22:00,10.0
Malaysia,MYS,02/04/20 22:00,10.0
Nepal,NPL,02/04/20 22:00,1.0
Philippines,PHL,02/04/20 22:00,2.0
Russian Federation,RUS,02/04/20 22:00,2.0
Singapore,SGP,02/04/20 22:00,24.0
"Korea, Republic of",KOR,02/04/20 22:00,16.0
Spain,ESP,02/04/20 22:00,1.0
Sri Lanka,LKA,02/04/20 22:00,1.0
Sweden,SWE,02/04/20 22:00,1.0
"Taiwan, Province of China",TWN,02/04/20 22:00,11.0
Thailand,THA,02/04/20 22:00,25.0
United Kingdom,GBR,02/04/20 22:00,2.0
United States,USA,02/04/20 22:00,11.0
United Arab Emirates,ARE,02/04/20 22:00,5.0
Viet Nam,VNM,02/04/20 22:00,8.0
Australia,AUS,02/05/20 9:00,13.0
Belgium,BEL,02/05/20 9:00,1.0
Cambodia,KHM,02/05/20 9:00,1.0
Canada,CAN,02/05/20 9:00,4.0
Finland,FIN,02/05/20 9:00,1.0
France,FRA,02/05/20 9:00,6.0
Germany,DEU,02/05/20 9:00,12.0
Hong Kong,HKG,02/05/20 9:00,21.0
India,IND,02/05/20 9:00,3.0
Italy,ITA,02/05/20 9:00,2.0
Japan,JPN,02/05/20 9:00,22.0
Macao,MAC,02/05/20 9:00,10.0
Malaysia,MYS,02/05/20 9:00,10.0
Nepal,NPL,02/05/20 9:00,1.0
Philippines,PHL,02/05/20 9:00,2.0
Russian Federation,RUS,02/05/20 9:00,2.0
Singapore,SGP,02/05/20 9:00,24.0
"Korea, Republic of",KOR,02/05/20 9:00,16.0
Spain,ESP,02/05/20 9:00,1.0
Sri Lanka,LKA,02/05/20 9:00,1.0
Sweden,SWE,02/05/20 9:00,1.0
"Taiwan, Province of China",TWN,02/05/20 9:00,11.0
Thailand,THA,02/05/20 9:00,25.0
United Kingdom,GBR,02/05/20 9:00,2.0
United States,USA,02/05/20 9:00,11.0
United Arab Emirates,ARE,02/05/20 9:00,5.0
Viet Nam,VNM,02/05/20 9:00,8.0
Australia,AUS,02/05/20 23:00,14.0
Belgium,BEL,02/05/20 23:00,1.0
Cambodia,KHM,02/05/20 23:00,1.0
Canada,CAN,02/05/20 23:00,5.0
Finland,FIN,02/05/20 23:00,1.0
France,FRA,02/05/20 23:00,6.0
Germany,DEU,02/05/20 23:00,12.0
Hong Kong,HKG,02/05/20 23:00,21.0
India,IND,02/05/20 23:00,3.0
Italy,ITA,02/05/20 23:00,2.0
Japan,JPN,02/05/20 23:00,45.0
Macao,MAC,02/05/20 23:00,10.0
Malaysia,MYS,02/05/20 23:00,12.0
Nepal,NPL,02/05/20 23:00,1.0
Philippines,PHL,02/05/20 23:00,2.0
Russian Federation,RUS,02/05/20 23:00,2.0
Singapore,SGP,02/05/20 23:00,28.0
"Korea, Republic of",KOR,02/05/20 23:00,23.0
Spain,ESP,02/05/20 23:00,1.0
Sri Lanka,LKA,02/05/20 23:00,1.0
Sweden,SWE,02/05/20 23:00,1.0
"Taiwan, Province of China",TWN,02/05/20 23:00,11.0
Thailand,THA,02/05/20 23:00,25.0
United Kingdom,GBR,02/05/20 23:00,2.0
United States,USA,02/05/20 23:00,12.0
United Arab Emirates,ARE,02/05/20 23:00,5.0
Viet Nam,VNM,02/05/20 23:00,10.0
Australia,AUS,02/06/20 9:00,14.0
Belgium,BEL,02/06/20 9:00,1.0
Cambodia,KHM,02/06/20 9:00,1.0
Canada,CAN,02/06/20 9:00,5.0
Finland,FIN,02/06/20 9:00,1.0
France,FRA,02/06/20 9:00,6.0
Germany,DEU,02/06/20 9:00,12.0
Hong Kong,HKG,02/06/20 9:00,21.0
India,IND,02/06/20 9:00,3.0
Italy,ITA,02/06/20 9:00,2.0
Japan,JPN,02/06/20 9:00,45.0
Macao,MAC,02/06/20 9:00,10.0
Malaysia,MYS,02/06/20 9:00,12.0
Nepal,NPL,02/06/20 9:00,1.0
Philippines,PHL,02/06/20 9:00,2.0
Russian Federation,RUS,02/06/20 9:00,2.0
Singapore,SGP,02/06/20 9:00,28.0
"Korea, Republic of",KOR,02/06/20 9:00,23.0
Spain,ESP,02/06/20 9:00,1.0
Sri Lanka,LKA,02/06/20 9:00,1.0
Sweden,SWE,02/06/20 9:00,1.0
"Taiwan, Province of China",TWN,02/06/20 9:00,13.0
Thailand,THA,02/06/20 9:00,25.0
United Kingdom,GBR,02/06/20 9:00,2.0
United States,USA,02/06/20 9:00,12.0
United Arab Emirates,ARE,02/06/20 9:00,5.0
Viet Nam,VNM,02/06/20 9:00,10.0
Australia,AUS,02/06/20 14:20,14.0
Belgium,BEL,02/06/20 14:20,1.0
Cambodia,KHM,02/06/20 14:20,1.0
Canada,CAN,02/06/20 14:20,5.0
Finland,FIN,02/06/20 14:20,1.0
France,FRA,02/06/20 14:20,6.0
Germany,DEU,02/06/20 14:20,12.0
Hong Kong,HKG,02/06/20 14:20,24.0
India,IND,02/06/20 14:20,3.0
Italy,ITA,02/06/20 14:20,2.0
Japan,JPN,02/06/20 14:20,45.0
Macao,MAC,02/06/20 14:20,10.0
Malaysia,MYS,02/06/20 14:20,12.0
Nepal,NPL,02/06/20 14:20,1.0
Philippines,PHL,02/06/20 14:20,2.0
Russian Federation,RUS,02/06/20 14:20,2.0
Singapore,SGP,02/06/20 14:20,28.0
"Korea, Republic of",KOR,02/06/20 14:20,23.0
Spain,ESP,02/06/20 14:20,1.0
Sri Lanka,LKA,02/06/20 14:20,1.0
Sweden,SWE,02/06/20 14:20,1.0
"Taiwan, Province of China",TWN,02/06/20 14:20,16.0
Thailand,THA,02/06/20 14:20,25.0
United Kingdom,GBR,02/06/20 14:20,2.0
United States,USA,02/06/20 14:20,12.0
United Arab Emirates,ARE,02/06/20 14:20,5.0
Viet Nam,VNM,02/06/20 14:20,10.0
Australia,AUS,02/07/20 20:13,15.0
Belgium,BEL,02/07/20 20:13,1.0
Cambodia,KHM,02/07/20 20:13,1.0
Canada,CAN,02/07/20 20:13,7.0
Finland,FIN,02/07/20 20:13,1.0
France,FRA,02/07/20 20:13,6.0
Germany,DEU,02/07/20 20:13,13.0
Hong Kong,HKG,02/07/20 20:13,25.0
India,IND,02/07/20 20:13,3.0
Italy,ITA,02/07/20 20:13,3.0
Japan,JPN,02/07/20 20:13,25.0
Macao,MAC,02/07/20 20:13,10.0
Malaysia,MYS,02/07/20 20:13,12.0
Nepal,NPL,02/07/20 20:13,1.0
Philippines,PHL,02/07/20 20:13,3.0
Russian Federation,RUS,02/07/20 20:13,2.0
Singapore,SGP,02/07/20 20:13,30.0
"Korea, Republic of",KOR,02/07/20 20:13,24.0
Spain,ESP,02/07/20 20:13,1.0
Sri Lanka,LKA,02/07/20 20:13,1.0
Sweden,SWE,02/07/20 20:13,1.0
"Taiwan, Province of China",TWN,02/07/20 20:13,16.0
Thailand,THA,02/07/20 20:13,25.0
United Kingdom,GBR,02/07/20 20:13,3.0
United States,USA,02/07/20 20:13,12.0
United Arab Emirates,ARE,02/07/20 20:13,5.0
Viet Nam,VNM,02/07/20 20:13,10.0
Australia,AUS,02/07/20 22:50,15.0
Belgium,BEL,02/07/20 22:50,1.0
Cambodia,KHM,02/07/20 22:50,1.0
Canada,CAN,02/07/20 22:50,7.0
Finland,FIN,02/07/20 22:50,1.0
France,FRA,02/07/20 22:50,6.0
Germany,DEU,02/07/20 22:50,13.0
Hong Kong,HKG,02/07/20 22:50,26.0
India,IND,02/07/20 22:50,3.0
Italy,ITA,02/07/20 22:50,3.0
Japan,JPN,02/07/20 22:50,25.0
Macao,MAC,02/07/20 22:50,10.0
Malaysia,MYS,02/07/20 22:50,12.0
Nepal,NPL,02/07/20 22:50,1.0
Philippines,PHL,02/07/20 22:50,3.0
Russian Federation,RUS,02/07/20 22:50,2.0
Singapore,SGP,02/07/20 22:50,30.0
"Korea, Republic of",KOR,02/07/20 22:50,36.0
Spain,ESP,02/07/20 22:50,1.0
Sri Lanka,LKA,02/07/20 22:50,1.0
Sweden,SWE,02/07/20 22:50,1.0
"Taiwan, Province of China",TWN,02/07/20 22:50,16.0
Thailand,THA,02/07/20 22:50,25.0
United Kingdom,GBR,02/07/20 22:50,3.0
United States,USA,02/07/20 22:50,12.0
United Arab Emirates,ARE,02/07/20 22:50,5.0
Viet Nam,VNM,02/07/20 22:50,10.0
Australia,AUS,02/08/20 22:04,15.0
Belgium,BEL,02/08/20 22:04,1.0
Cambodia,KHM,02/08/20 22:04,1.0
Canada,CAN,02/08/20 22:04,7.0
Finland,FIN,02/08/20 22:04,1.0
France,FRA,02/08/20 22:04,11.0
Germany,DEU,02/08/20 22:04,13.0
Hong Kong,HKG,02/08/20 22:04,26.0
India,IND,02/08/20 22:04,3.0
Italy,ITA,02/08/20 22:04,3.0
Japan,JPN,02/08/20 22:04,25.0
Macao,MAC,02/08/20 22:04,10.0
Malaysia,MYS,02/08/20 22:04,16.0
Nepal,NPL,02/08/20 22:04,1.0
Philippines,PHL,02/08/20 22:04,3.0
Russian Federation,RUS,02/08/20 22:04,2.0
Singapore,SGP,02/08/20 22:04,33.0
"Korea, Republic of",KOR,02/08/20 22:04,24.0
Spain,ESP,02/08/20 22:04,1.0
Sri Lanka,LKA,02/08/20 22:04,1.0
Sweden,SWE,02/08/20 22:04,1.0
"Taiwan, Province of China",TWN,02/08/20 22:04,17.0
Thailand,THA,02/08/20 22:04,32.0
United Kingdom,GBR,02/08/20 22:04,3.0
United States,USA,02/08/20 22:04,12.0
United Arab Emirates,ARE,02/08/20 22:04,7.0
Viet Nam,VNM,02/08/20 22:04,13.0
Australia,AUS,02/08/20 23:04,15.0
Belgium,BEL,02/08/20 23:04,1.0
Cambodia,KHM,02/08/20 23:04,1.0
Canada,CAN,02/08/20 23:04,7.0
Finland,FIN,02/08/20 23:04,1.0
France,FRA,02/08/20 23:04,11.0
Germany,DEU,02/08/20 23:04,13.0
Hong Kong,HKG,02/08/20 23:04,26.0
India,IND,02/08/20 23:04,3.0
Italy,ITA,02/08/20 23:04,3.0
Japan,JPN,02/08/20 23:04,25.0
Macao,MAC,02/08/20 23:04,10.0
Malaysia,MYS,02/08/20 23:04,16.0
Nepal,NPL,02/08/20 23:04,1.0
Philippines,PHL,02/08/20 23:04,3.0
Russian Federation,RUS,02/08/20 23:04,2.0
Singapore,SGP,02/08/20 23:04,40.0
"Korea, Republic of",KOR,02/08/20 23:04,25.0
Spain,ESP,02/08/20 23:04,1.0
Sri Lanka,LKA,02/08/20 23:04,1.0
Sweden,SWE,02/08/20 23:04,1.0
"Taiwan, Province of China",TWN,02/08/20 23:04,17.0
Thailand,THA,02/08/20 23:04,32.0
United Kingdom,GBR,02/08/20 23:04,3.0
United States,USA,02/08/20 23:04,12.0
United Arab Emirates,ARE,02/08/20 23:04,7.0
Viet Nam,VNM,02/08/20 23:04,13.0
Australia,AUS,02/09/20 10:30,15.0
Belgium,BEL,02/09/20 10:30,1.0
Cambodia,KHM,02/09/20 10:30,1.0
Canada,CAN,02/09/20 10:30,7.0
Finland,FIN,02/09/20 10:30,1.0
France,FRA,02/09/20 10:30,11.0
Germany,DEU,02/09/20 10:30,14.0
Hong Kong,HKG,02/09/20 10:30,29.0
India,IND,02/09/20 10:30,3.0
Italy,ITA,02/09/20 10:30,3.0
Japan,JPN,02/09/20 10:30,26.0
Macao,MAC,02/09/20 10:30,10.0
Malaysia,MYS,02/09/20 10:30,16.0
Nepal,NPL,02/09/20 10:30,1.0
Philippines,PHL,02/09/20 10:30,3.0
Russian Federation,RUS,02/09/20 10:30,2.0
Singapore,SGP,02/09/20 10:30,40.0
"Korea, Republic of",KOR,02/09/20 10:30,25.0
Spain,ESP,02/09/20 10:30,1.0
Sri Lanka,LKA,02/09/20 10:30,1.0
Sweden,SWE,02/09/20 10:30,1.0
"Taiwan, Province of China",TWN,02/09/20 10:30,18.0
Thailand,THA,02/09/20 10:30,32.0
United Kingdom,GBR,02/09/20 10:30,3.0
United States,USA,02/09/20 10:30,12.0
United Arab Emirates,ARE,02/09/20 10:30,7.0
Viet Nam,VNM,02/09/20 10:30,13.0
Australia,AUS,02/09/20 23:20,15.0
Belgium,BEL,02/09/20 23:20,1.0
Cambodia,KHM,02/09/20 23:20,1.0
Canada,CAN,02/09/20 23:20,7.0
Finland,FIN,02/09/20 23:20,1.0
France,FRA,02/09/20 23:20,11.0
Germany,DEU,02/09/20 23:20,14.0
Hong Kong,HKG,02/09/20 23:20,36.0
India,IND,02/09/20 23:20,3.0
Italy,ITA,02/09/20 23:20,3.0
Japan,JPN,02/09/20 23:20,26.0
Macao,MAC,02/09/20 23:20,10.0
Malaysia,MYS,02/09/20 23:20,18.0
Nepal,NPL,02/09/20 23:20,1.0
Philippines,PHL,02/09/20 23:20,3.0
Russian Federation,RUS,02/09/20 23:20,2.0
Singapore,SGP,02/09/20 23:20,43.0
"Korea, Republic of",KOR,02/09/20 23:20,27.0
Spain,ESP,02/09/20 23:20,2.0
Sri Lanka,LKA,02/09/20 23:20,1.0
Sweden,SWE,02/09/20 23:20,1.0
"Taiwan, Province of China",TWN,02/09/20 23:20,18.0
Thailand,THA,02/09/20 23:20,32.0
United Kingdom,GBR,02/09/20 23:20,3.0
United States,USA,02/09/20 23:20,12.0
United Arab Emirates,ARE,02/09/20 23:20,7.0
Viet Nam,VNM,02/09/20 23:20,14.0
